id,db,domain,kind,rep,condition,method,budget,questions,correct,wrong,unfinished,project_correct,loss,recovered,suppressed,incorrect_suppression,covered_references,references,intended_covered,reference_equal,reference_failure,verification_failures,executions,controller_seconds,reason,repeated_questions,incorrect_scope_transfers,source_trace_hash,execution_accounting,integrity_quarantined
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0.0,generated,recovery_completion,0.0,0,0,0,1,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0,4.0,2,,source_integrity_failed,0.0,0.0,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,"Original charges plus two integrity checks; derived sensitivity, not newly measured latency",1
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0.0,generated,recovery_completion,1.0,0,0,0,1,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0,4.0,2,,source_integrity_failed,0.0,0.0,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,"Original charges plus two integrity checks; derived sensitivity, not newly measured latency",1
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0.0,generated,recovery_completion,2.0,0,0,0,1,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0,4.0,2,,source_integrity_failed,0.0,0.0,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,"Original charges plus two integrity checks; derived sensitivity, not newly measured latency",1
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0.0,generated,recovery_depth2,0.0,0,0,0,1,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0,4.0,2,,source_integrity_failed,0.0,0.0,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,"Original charges plus two integrity checks; derived sensitivity, not newly measured latency",1
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0.0,generated,recovery_depth2,1.0,0,0,0,1,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0,4.0,2,,source_integrity_failed,0.0,0.0,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,"Original charges plus two integrity checks; derived sensitivity, not newly measured latency",1
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0.0,generated,recovery_depth2,2.0,0,0,0,1,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0,4.0,2,,source_integrity_failed,0.0,0.0,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,"Original charges plus two integrity checks; derived sensitivity, not newly measured latency",1
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0.0,generated,verification,0.0,0,0,0,1,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0,4.0,2,,source_integrity_failed,0.0,0.0,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,"Original charges plus two integrity checks; derived sensitivity, not newly measured latency",1
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0.0,generated,verification,1.0,0,0,0,1,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0,4.0,2,,source_integrity_failed,0.0,0.0,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,"Original charges plus two integrity checks; derived sensitivity, not newly measured latency",1
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0.0,generated,verification,2.0,0,0,0,1,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0,4.0,2,,source_integrity_failed,0.0,0.0,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,"Original charges plus two integrity checks; derived sensitivity, not newly measured latency",1
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0.0,generated,full_context,0.0,0,0,0,1,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0,4.0,2,,source_integrity_failed,0.0,0.0,12ace48f690f5b51e6c6f63a5b444dc644002b43c70a8a0b72adab29ec638059,"Original charges plus two integrity checks; derived sensitivity, not newly measured latency",1
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0.0,generated,full_context,1.0,0,0,0,1,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0,4.0,2,,source_integrity_failed,0.0,0.0,7b8ab0993069ea9be8c5f987322875a716912ccaf1261f8d001eed4987ab096d,"Original charges plus two integrity checks; derived sensitivity, not newly measured latency",1
467,data/attachment/Filmmaking/attachment_1tab_val_animation_studio/attachment_1tab_val_animation_studio.sqlite,Filmmaking,attachment,0.0,generated,full_context,2.0,0,0,0,1,0,1,0,0,0,0.0,2.0,0.0,0.0,0.0,4.0,2,,source_integrity_failed,0.0,0.0,2b18848dfec27c6e767ab1971f37469f81d3fb132b50ab38379b4aa087e1696e,"Original charges plus two integrity checks; derived sensitivity, not newly measured latency",1
